entry,at,order
"Player stacks: #4 ""sean @ QBFJyJmi22"" (10047) | #8 ""Rah @ 7fA2Vhp4Rw"" (4519) | #9 ""Matt @ VroTcYA-gK"" (20695)",2025-12-20T08:03:52.780Z,176621783278001
"-- starting hand #648 (id: bckr6oy8u4pq)  (No Limit Texas Hold'em) (dealer: ""sean @ QBFJyJmi22"") --",2025-12-20T08:03:52.780Z,176621783278000
"-- ending hand #647 --",2025-12-20T08:03:49.814Z,176621782981402
"""Rah @ 7fA2Vhp4Rw"" collected 200 from pot",2025-12-20T08:03:49.814Z,176621782981401
"Uncalled bet of 280 returned to ""Rah @ 7fA2Vhp4Rw""",2025-12-20T08:03:49.814Z,176621782981400
"""Matt @ VroTcYA-gK"" folds",2025-12-20T08:03:48.985Z,176621782898500
"""Rah @ 7fA2Vhp4Rw"" raises to 370",2025-12-20T08:03:41.640Z,176621782164000
"""sean @ QBFJyJmi22"" folds",2025-12-20T08:03:34.608Z,176621781460800
"""Matt @ VroTcYA-gK"" raises to 90",2025-12-20T08:03:33.517Z,176621781351700
"""Rah @ 7fA2Vhp4Rw"" posts a big blind of 40",2025-12-20T08:03:24.967Z,176621780496706
"""sean @ QBFJyJmi22"" posts a small blind of 20",2025-12-20T08:03:24.967Z,176621780496705
"Player stacks: #4 ""sean @ QBFJyJmi22"" (10067) | #8 ""Rah @ 7fA2Vhp4Rw"" (4409) | #9 ""Matt @ VroTcYA-gK"" (20785)",2025-12-20T08:03:24.967Z,176621780496701
"-- starting hand #647 (id: n4vxdm1c6dtv)  (No Limit Texas Hold'em) (dealer: ""Matt @ VroTcYA-gK"") --",2025-12-20T08:03:24.967Z,176621780496700
"-- ending hand #646 --",2025-12-20T08:03:21.944Z,176621780194403
"""sean @ QBFJyJmi22"" collected 400 from pot with Two Pair, K's & 7's (combination: K♣, K♠, 7♣, 7♦, 6♦)",2025-12-20T08:03:21.944Z,176621780194402
"""sean @ QBFJyJmi22"" shows a 4♠, 7♣.",2025-12-20T08:03:21.944Z,176621780194401
"""Matt @ VroTcYA-gK"" shows a 5♠, 8♣.",2025-12-20T08:03:21.944Z,176621780194400
"""sean @ QBFJyJmi22"" checks",2025-12-20T08:03:21.062Z,176621780106200
"""Matt @ VroTcYA-gK"" checks",2025-12-20T08:03:19.704Z,176621779970400
"River: K♣, 6♦, 7♦, K♠ [2♥]",2025-12-20T08:03:13.571Z,176621779357100
"""sean @ QBFJyJmi22"" calls 120",2025-12-20T08:03:12.756Z,176621779275600
"""Matt @ VroTcYA-gK"" bets 120",2025-12-20T08:03:11.013Z,176621779101300
"Turn: K♣, 6♦, 7♦ [K♠]",2025-12-20T08:03:04.968Z,176621778496800
"""sean @ QBFJyJmi22"" calls 40",2025-12-20T08:03:04.165Z,176621778416500
"""Matt @ VroTcYA-gK"" bets 40",2025-12-20T08:03:02.401Z,176621778240100
"Flop:  [K♣, 6♦, 7♦]",2025-12-20T08:02:56.429Z,176621777642900
"""sean @ QBFJyJmi22"" checks",2025-12-20T08:02:55.627Z,176621777562700
"""Matt @ VroTcYA-gK"" calls 40",2025-12-20T08:02:52.127Z,176621777212700
"""Rah @ 7fA2Vhp4Rw"" folds",2025-12-20T08:02:42.460Z,176621776246000
"""sean @ QBFJyJmi22"" posts a big blind of 40",2025-12-20T08:02:40.627Z,176621776062706
"""Matt @ VroTcYA-gK"" posts a small blind of 20",2025-12-20T08:02:40.627Z,176621776062705
"Player stacks: #4 ""sean @ QBFJyJmi22"" (9867) | #8 ""Rah @ 7fA2Vhp4Rw"" (4409) | #9 ""Matt @ VroTcYA-gK"" (20985)",2025-12-20T08:02:40.627Z,176621776062701
"-- starting hand #646 (id: rok0yt2rzqpu)  (No Limit Texas Hold'em) (dealer: ""Rah @ 7fA2Vhp4Rw"") --",2025-12-20T08:02:40.627Z,176621776062700
"-- ending hand #645 --",2025-12-20T08:02:37.709Z,176621775770902
"""sean @ QBFJyJmi22"" collected 100 from pot",2025-12-20T08:02:37.709Z,176621775770901
"Uncalled bet of 80 returned to ""sean @ QBFJyJmi22""",2025-12-20T08:02:37.709Z,176621775770900
"""Matt @ VroTcYA-gK"" folds",2025-12-20T08:02:36.859Z,176621775685900
"""Rah @ 7fA2Vhp4Rw"" folds",2025-12-20T08:02:35.894Z,176621775589400
"""sean @ QBFJyJmi22"" raises to 120",2025-12-20T08:02:35.021Z,176621775502100
"""Matt @ VroTcYA-gK"" posts a big blind of 40",2025-12-20T08:02:31.379Z,176621775137906
"""Rah @ 7fA2Vhp4Rw"" posts a small blind of 20",2025-12-20T08:02:31.379Z,176621775137905
"Player stacks: #4 ""sean @ QBFJyJmi22"" (9807) | #8 ""Rah @ 7fA2Vhp4Rw"" (4429) | #9 ""Matt @ VroTcYA-gK"" (21025)",2025-12-20T08:02:31.379Z,176621775137901
"-- starting hand #645 (id: me0zmm4wcfkl)  (No Limit Texas Hold'em) (dealer: ""sean @ QBFJyJmi22"") --",2025-12-20T08:02:31.379Z,176621775137900
"-- ending hand #644 --",2025-12-20T08:02:28.363Z,176621774836304
"""Matt @ VroTcYA-gK"" collected 540 from pot with Two Pair, 8's & 5's (combination: 8♦, 8♣, 5♦, 5♠, A♠)",2025-12-20T08:02:28.363Z,176621774836303
"""Rah @ 7fA2Vhp4Rw"" collected 540 from pot with Two Pair, 8's & 5's (combination: 8♦, 8♣, 5♦, 5♠, A♦)",2025-12-20T08:02:28.363Z,176621774836302
"""Matt @ VroTcYA-gK"" shows a J♥, A♠.",2025-12-20T08:02:28.363Z,176621774836301
"""Rah @ 7fA2Vhp4Rw"" shows a 3♣, A♦.",2025-12-20T08:02:28.363Z,176621774836300
"""Matt @ VroTcYA-gK"" calls 360",2025-12-20T08:02:27.549Z,176621774754900
"""Rah @ 7fA2Vhp4Rw"" bets 360",2025-12-20T08:02:20.336Z,176621774033600
"River: 5♦, 5♠, 8♦, 2♥ [8♣]",2025-12-20T08:02:14.154Z,176621773415400
"""Matt @ VroTcYA-gK"" checks",2025-12-20T08:02:13.313Z,176621773331300
"""Rah @ 7fA2Vhp4Rw"" checks",2025-12-20T08:02:06.472Z,176621772647200
"Turn: 5♦, 5♠, 8♦ [2♥]",2025-12-20T08:02:04.965Z,176621772496500
"""Rah @ 7fA2Vhp4Rw"" calls 80",2025-12-20T08:02:04.115Z,176621772411500
"""Matt @ VroTcYA-gK"" bets 80",2025-12-20T08:02:00.378Z,176621772037800
"""Rah @ 7fA2Vhp4Rw"" checks",2025-12-20T08:01:49.970Z,176621770997000
"Flop:  [5♦, 5♠, 8♦]",2025-12-20T08:01:48.660Z,176621770866000
"""Rah @ 7fA2Vhp4Rw"" calls 90",2025-12-20T08:01:47.771Z,176621770777100
"""sean @ QBFJyJmi22"" folds",2025-12-20T08:01:45.633Z,176621770563300
"""Matt @ VroTcYA-gK"" raises to 90",2025-12-20T08:01:43.561Z,176621770356100
"""Rah @ 7fA2Vhp4Rw"" posts a big blind of 40",2025-12-20T08:01:39.462Z,176621769946206
"""sean @ QBFJyJmi22"" posts a small blind of 20",2025-12-20T08:01:39.462Z,176621769946205
"Player stacks: #4 ""sean @ QBFJyJmi22"" (9827) | #8 ""Rah @ 7fA2Vhp4Rw"" (4419) | #9 ""Matt @ VroTcYA-gK"" (21015)",2025-12-20T08:01:39.462Z,176621769946201
"-- starting hand #644 (id: qecfofhhxxsm)  (No Limit Texas Hold'em) (dealer: ""Matt @ VroTcYA-gK"") --",2025-12-20T08:01:39.462Z,176621769946200
"-- ending hand #643 --",2025-12-20T08:01:36.558Z,176621769655802
"""sean @ QBFJyJmi22"" collected 40 from pot",2025-12-20T08:01:36.558Z,176621769655801
"Uncalled bet of 20 returned to ""sean @ QBFJyJmi22""",2025-12-20T08:01:36.558Z,176621769655800
"""Matt @ VroTcYA-gK"" folds",2025-12-20T08:01:35.688Z,176621769568800
"""Rah @ 7fA2Vhp4Rw"" folds",2025-12-20T08:01:33.879Z,176621769387900
"""sean @ QBFJyJmi22"" posts a big blind of 40",2025-12-20T08:01:32.458Z,176621769245806
"""Matt @ VroTcYA-gK"" posts a small blind of 20",2025-12-20T08:01:32.458Z,176621769245805
"Player stacks: #4 ""sean @ QBFJyJmi22"" (9807) | #8 ""Rah @ 7fA2Vhp4Rw"" (4419) | #9 ""Matt @ VroTcYA-gK"" (21035)",2025-12-20T08:01:32.458Z,176621769245801
"-- starting hand #643 (id: k8s6ryarvu4u)  (No Limit Texas Hold'em) (dealer: ""Rah @ 7fA2Vhp4Rw"") --",2025-12-20T08:01:32.458Z,176621769245800
"-- ending hand #642 --",2025-12-20T08:01:29.456Z,176621768945602
"""Rah @ 7fA2Vhp4Rw"" collected 2650 from pot with Straight, 8 High (combination: 8♣, 7♣, 6♣, 5♥, 4♠)",2025-12-20T08:01:29.456Z,176621768945601
"""Rah @ 7fA2Vhp4Rw"" shows a 7♣, 5♥.",2025-12-20T08:01:29.456Z,176621768945600
"""sean @ QBFJyJmi22"" checks",2025-12-20T08:01:28.654Z,176621768865400
"""Rah @ 7fA2Vhp4Rw"" checks",2025-12-20T08:01:27.152Z,176621768715200
"River: 6♣, 8♣, 10♥, 4♠ [2♣]",2025-12-20T08:01:21.547Z,176621768154700
"""sean @ QBFJyJmi22"" calls 975",2025-12-20T08:01:20.728Z,176621768072800
"""Rah @ 7fA2Vhp4Rw"" raises to 975",2025-12-20T08:00:57.966Z,176621765796600
"""sean @ QBFJyJmi22"" bets 350",2025-12-20T08:00:50.118Z,176621765011800
"""Rah @ 7fA2Vhp4Rw"" checks",2025-12-20T08:00:47.067Z,176621764706700
"Turn: 6♣, 8♣, 10♥ [4♠]",2025-12-20T08:00:45.870Z,176621764587000
"""Rah @ 7fA2Vhp4Rw"" calls 210",2025-12-20T08:00:45.048Z,176621764504800
"""sean @ QBFJyJmi22"" bets 210",2025-12-20T08:00:42.828Z,176621764282800
"""Rah @ 7fA2Vhp4Rw"" checks",2025-12-20T08:00:39.058Z,176621763905800
"Flop:  [6♣, 8♣, 10♥]",2025-12-20T08:00:37.943Z,176621763794300
"""Matt @ VroTcYA-gK"" folds",2025-12-20T08:00:37.113Z,176621763711300
"""Rah @ 7fA2Vhp4Rw"" calls 120",2025-12-20T08:00:36.057Z,176621763605700
"""sean @ QBFJyJmi22"" raises to 120",2025-12-20T08:00:34.451Z,176621763445100
"""Matt @ VroTcYA-gK"" posts a big blind of 40",2025-12-20T08:00:31.373Z,176621763137306
"""Rah @ 7fA2Vhp4Rw"" posts a small blind of 20",2025-12-20T08:00:31.373Z,176621763137305
"Player stacks: #4 ""sean @ QBFJyJmi22"" (11112) | #8 ""Rah @ 7fA2Vhp4Rw"" (3074) | #9 ""Matt @ VroTcYA-gK"" (21075)",2025-12-20T08:00:31.373Z,176621763137301
"-- starting hand #642 (id: zrogj4ozhb4f)  (No Limit Texas Hold'em) (dealer: ""sean @ QBFJyJmi22"") --",2025-12-20T08:00:31.373Z,176621763137300
"-- ending hand #641 --",2025-12-20T08:00:28.460Z,176621762846002
"""Rah @ 7fA2Vhp4Rw"" collected 40 from pot",2025-12-20T08:00:28.460Z,176621762846001
"Uncalled bet of 20 returned to ""Rah @ 7fA2Vhp4Rw""",2025-12-20T08:00:28.460Z,176621762846000
"""sean @ QBFJyJmi22"" folds",2025-12-20T08:00:27.589Z,176621762758900
"""Matt @ VroTcYA-gK"" folds",2025-12-20T08:00:26.461Z,176621762646100
"""Rah @ 7fA2Vhp4Rw"" posts a big blind of 40",2025-12-20T08:00:24.771Z,176621762477106
"""sean @ QBFJyJmi22"" posts a small blind of 20",2025-12-20T08:00:24.771Z,176621762477105
"Player stacks: #4 ""sean @ QBFJyJmi22"" (11132) | #8 ""Rah @ 7fA2Vhp4Rw"" (3054) | #9 ""Matt @ VroTcYA-gK"" (21075)",2025-12-20T08:00:24.771Z,176621762477101
"-- starting hand #641 (id: f4hiiewiuwcv)  (No Limit Texas Hold'em) (dealer: ""Matt @ VroTcYA-gK"") --",2025-12-20T08:00:24.771Z,176621762477100
"-- ending hand #640 --",2025-12-20T08:00:21.853Z,176621762185302
"""Matt @ VroTcYA-gK"" collected 1280 from pot",2025-12-20T08:00:21.853Z,176621762185301
"Uncalled bet of 840 returned to ""Matt @ VroTcYA-gK""",2025-12-20T08:00:21.853Z,176621762185300
"""sean @ QBFJyJmi22"" folds",2025-12-20T08:00:21.010Z,176621762101000
"""Matt @ VroTcYA-gK"" bets 840",2025-12-20T08:00:19.197Z,176621761919700
"Turn: 8♠, J♥, 6♣ [Q♠]",2025-12-20T08:00:06.442Z,176621760644200
"""sean @ QBFJyJmi22"" calls 520",2025-12-20T08:00:05.548Z,176621760554800
"""Matt @ VroTcYA-gK"" raises to 520",2025-12-20T07:59:59.699Z,176621759969900
"""sean @ QBFJyJmi22"" bets 120",2025-12-20T07:59:51.216Z,176621759121600
"""Matt @ VroTcYA-gK"" checks",2025-12-20T07:59:48.099Z,176621758809900
"Flop:  [8♠, J♥, 6♣]",2025-12-20T07:59:40.771Z,176621758077100
"""sean @ QBFJyJmi22"" calls 120",2025-12-20T07:59:39.965Z,176621757996500
"""Matt @ VroTcYA-gK"" raises to 120",2025-12-20T07:59:33.233Z,176621757323300
"""Rah @ 7fA2Vhp4Rw"" folds",2025-12-20T07:59:27.649Z,176621756764900
"""sean @ QBFJyJmi22"" posts a big blind of 40",2025-12-20T07:59:26.318Z,176621756631806
"""Matt @ VroTcYA-gK"" posts a small blind of 20",2025-12-20T07:59:26.318Z,176621756631805
"Player stacks: #4 ""sean @ QBFJyJmi22"" (11772) | #8 ""Rah @ 7fA2Vhp4Rw"" (3054) | #9 ""Matt @ VroTcYA-gK"" (20435)",2025-12-20T07:59:26.318Z,176621756631801
"-- starting hand #640 (id: 5rhxkc6khm8t)  (No Limit Texas Hold'em) (dealer: ""Rah @ 7fA2Vhp4Rw"") --",2025-12-20T07:59:26.318Z,176621756631800
"-- ending hand #639 --",2025-12-20T07:59:23.300Z,176621756330003
"""Matt @ VroTcYA-gK"" collected 4580 from pot with Pair, Q's (combination: Q♣, Q♠, 10♣, 9♦, 6♥)",2025-12-20T07:59:23.300Z,176621756330002
"""Matt @ VroTcYA-gK"" shows a 10♣, Q♣.",2025-12-20T07:59:23.300Z,176621756330001
"""Rah @ 7fA2Vhp4Rw"" shows a 7♣, 10♥.",2025-12-20T07:59:23.300Z,176621756330000
"""Matt @ VroTcYA-gK"" calls 1390",2025-12-20T07:59:22.410Z,176621756241000
"""Rah @ 7fA2Vhp4Rw"" bets 1390",2025-12-20T07:59:19.748Z,176621755974800
"River: 9♦, 4♥, 6♥, 2♦ [Q♠]",2025-12-20T07:59:10.689Z,176621755068900
"""Matt @ VroTcYA-gK"" checks",2025-12-20T07:59:09.796Z,176621754979600
"""Rah @ 7fA2Vhp4Rw"" checks",2025-12-20T07:59:02.301Z,176621754230100
"Turn: 9♦, 4♥, 6♥ [2♦]",2025-12-20T07:59:01.283Z,176621754128300
"""Rah @ 7fA2Vhp4Rw"" calls 540",2025-12-20T07:59:00.458Z,176621754045800
"""Matt @ VroTcYA-gK"" bets 540",2025-12-20T07:58:58.111Z,176621753811100
"""Rah @ 7fA2Vhp4Rw"" checks",2025-12-20T07:58:46.610Z,176621752661000
"Flop:  [9♦, 4♥, 6♥]",2025-12-20T07:58:45.261Z,176621752526100
"""Rah @ 7fA2Vhp4Rw"" calls 360",2025-12-20T07:58:44.427Z,176621752442700
"""Matt @ VroTcYA-gK"" raises to 360",2025-12-20T07:58:42.392Z,176621752239200
"""Rah @ 7fA2Vhp4Rw"" raises to 120",2025-12-20T07:58:34.788Z,176621751478800
"""sean @ QBFJyJmi22"" folds",2025-12-20T07:58:31.702Z,176621751170200
"""Matt @ VroTcYA-gK"" posts a big blind of 40",2025-12-20T07:58:29.308Z,176621750930806
"""Rah @ 7fA2Vhp4Rw"" posts a small blind of 20",2025-12-20T07:58:29.308Z,176621750930805
"Player stacks: #4 ""sean @ QBFJyJmi22"" (11772) | #8 ""Rah @ 7fA2Vhp4Rw"" (5344) | #9 ""Matt @ VroTcYA-gK"" (18145)",2025-12-20T07:58:29.308Z,176621750930801
"-- starting hand #639 (id: vrg37vyvdhxu)  (No Limit Texas Hold'em) (dealer: ""sean @ QBFJyJmi22"") --",2025-12-20T07:58:29.308Z,176621750930800
"-- ending hand #638 --",2025-12-20T07:58:26.403Z,176621750640302
"""Rah @ 7fA2Vhp4Rw"" collected 40 from pot",2025-12-20T07:58:26.403Z,176621750640301
"Uncalled bet of 20 returned to ""Rah @ 7fA2Vhp4Rw""",2025-12-20T07:58:26.403Z,176621750640300
"""sean @ QBFJyJmi22"" folds",2025-12-20T07:58:25.591Z,176621750559100
"""Matt @ VroTcYA-gK"" folds",2025-12-20T07:58:21.241Z,176621750124100
"""Rah @ 7fA2Vhp4Rw"" posts a big blind of 40",2025-12-20T07:58:19.297Z,176621749929706
"""sean @ QBFJyJmi22"" posts a small blind of 20",2025-12-20T07:58:19.297Z,176621749929705
"Player stacks: #4 ""sean @ QBFJyJmi22"" (11792) | #8 ""Rah @ 7fA2Vhp4Rw"" (5324) | #9 ""Matt @ VroTcYA-gK"" (18145)",2025-12-20T07:58:19.297Z,176621749929701
"-- starting hand #638 (id: egv5q2fjicfs)  (No Limit Texas Hold'em) (dealer: ""Matt @ VroTcYA-gK"") --",2025-12-20T07:58:19.297Z,176621749929700
"-- ending hand #637 --",2025-12-20T07:58:16.246Z,176621749624602
"""Matt @ VroTcYA-gK"" collected 800 from pot with Two Pair, 8's & 3's (combination: 8♠, 8♥, 3♣, 3♥, Q♦)",2025-12-20T07:58:16.246Z,176621749624601
"""Matt @ VroTcYA-gK"" shows a 8♠, J♣.",2025-12-20T07:58:16.246Z,176621749624600
"""sean @ QBFJyJmi22"" checks",2025-12-20T07:58:15.445Z,176621749544500
"""Matt @ VroTcYA-gK"" checks",2025-12-20T07:58:07.646Z,176621748764600
"River: Q♦, 3♣, 2♥, 8♥ [3♥]",2025-12-20T07:58:00.062Z,176621748006200
"""sean @ QBFJyJmi22"" calls 160",2025-12-20T07:57:59.181Z,176621747918100
"""Matt @ VroTcYA-gK"" bets 160",2025-12-20T07:57:57.676Z,176621747767600
"Turn: Q♦, 3♣, 2♥ [8♥]",2025-12-20T07:57:49.350Z,176621746935000
"""sean @ QBFJyJmi22"" calls 120",2025-12-20T07:57:48.499Z,176621746849900
"""Matt @ VroTcYA-gK"" bets 120",2025-12-20T07:57:46.455Z,176621746645500
"Flop:  [Q♦, 3♣, 2♥]",2025-12-20T07:57:38.861Z,176621745886100
"""sean @ QBFJyJmi22"" calls 120",2025-12-20T07:57:38.041Z,176621745804100
"""Matt @ VroTcYA-gK"" raises to 120",2025-12-20T07:57:35.427Z,176621745542700
"""Rah @ 7fA2Vhp4Rw"" folds",2025-12-20T07:57:29.462Z,176621744946200
"""sean @ QBFJyJmi22"" posts a big blind of 40",2025-12-20T07:57:28.134Z,176621744813406
"""Matt @ VroTcYA-gK"" posts a small blind of 20",2025-12-20T07:57:28.134Z,176621744813405
"Player stacks: #4 ""sean @ QBFJyJmi22"" (12192) | #8 ""Rah @ 7fA2Vhp4Rw"" (5324) | #9 ""Matt @ VroTcYA-gK"" (17745)",2025-12-20T07:57:28.134Z,176621744813401
"-- starting hand #637 (id: bv0ma6qobpiq)  (No Limit Texas Hold'em) (dealer: ""Rah @ 7fA2Vhp4Rw"") --",2025-12-20T07:57:28.134Z,176621744813400
"-- ending hand #636 --",2025-12-20T07:57:25.132Z,176621744513203
"""sean @ QBFJyJmi22"" collected 280 from pot with Pair, 2's (combination: 2♠, 2♦, J♣, 9♣, 7♠)",2025-12-20T07:57:25.132Z,176621744513202
"""sean @ QBFJyJmi22"" shows a 2♠, 2♦.",2025-12-20T07:57:25.132Z,176621744513201
"""Rah @ 7fA2Vhp4Rw"" shows a 2♥, K♣.",2025-12-20T07:57:25.132Z,176621744513200
"""sean @ QBFJyJmi22"" checks",2025-12-20T07:57:24.301Z,176621744430100
"""Rah @ 7fA2Vhp4Rw"" checks",2025-12-20T07:57:22.844Z,176621744284400
"River: 9♣, J♣, 7♠, 4♥ [5♠]",2025-12-20T07:57:21.503Z,176621744150300
"""sean @ QBFJyJmi22"" checks",2025-12-20T07:57:20.658Z,176621744065800
"""Rah @ 7fA2Vhp4Rw"" checks",2025-12-20T07:57:18.323Z,176621743832300
"Turn: 9♣, J♣, 7♠ [4♥]",2025-12-20T07:57:16.770Z,176621743677000
"""sean @ QBFJyJmi22"" checks",2025-12-20T07:57:15.946Z,176621743594600
"""Rah @ 7fA2Vhp4Rw"" checks",2025-12-20T07:57:13.684Z,176621743368400
"Flop:  [9♣, J♣, 7♠]",2025-12-20T07:57:12.099Z,176621743209900
"""Matt @ VroTcYA-gK"" folds",2025-12-20T07:57:11.270Z,176621743127000
"""Rah @ 7fA2Vhp4Rw"" calls 120",2025-12-20T07:57:07.043Z,176621742704300
"""sean @ QBFJyJmi22"" raises to 120",2025-12-20T07:57:04.376Z,176621742437600
"""Matt @ VroTcYA-gK"" posts a big blind of 40",2025-12-20T07:56:59.596Z,176621741959606
"""Rah @ 7fA2Vhp4Rw"" posts a small blind of 20",2025-12-20T07:56:59.596Z,176621741959605
"Player stacks: #4 ""sean @ QBFJyJmi22"" (12032) | #8 ""Rah @ 7fA2Vhp4Rw"" (5444) | #9 ""Matt @ VroTcYA-gK"" (17785)",2025-12-20T07:56:59.596Z,176621741959601
"-- starting hand #636 (id: bpyoci9l8hlz)  (No Limit Texas Hold'em) (dealer: ""sean @ QBFJyJmi22"") --",2025-12-20T07:56:59.596Z,176621741959600
"-- ending hand #635 --",2025-12-20T07:56:56.668Z,176621741666802
"""Rah @ 7fA2Vhp4Rw"" collected 200 from pot",2025-12-20T07:56:56.668Z,176621741666801
"Uncalled bet of 240 returned to ""Rah @ 7fA2Vhp4Rw""",2025-12-20T07:56:56.668Z,176621741666800
"""Matt @ VroTcYA-gK"" folds",2025-12-20T07:56:55.841Z,176621741584100
"""Rah @ 7fA2Vhp4Rw"" bets 240",2025-12-20T07:56:46.371Z,176621740637100
"River: 7♠, 9♣, 6♥, 4♣ [9♥]",2025-12-20T07:56:41.127Z,176621740112700
"""Matt @ VroTcYA-gK"" checks",2025-12-20T07:56:40.293Z,176621740029300
"""Rah @ 7fA2Vhp4Rw"" checks",2025-12-20T07:56:35.876Z,176621739587600
"Turn: 7♠, 9♣, 6♥ [4♣]",2025-12-20T07:56:34.180Z,176621739418000
"""Matt @ VroTcYA-gK"" checks",2025-12-20T07:56:33.358Z,176621739335800
"""Rah @ 7fA2Vhp4Rw"" checks",2025-12-20T07:56:28.216Z,176621738821600
"Flop:  [7♠, 9♣, 6♥]",2025-12-20T07:56:27.393Z,176621738739300
"""Rah @ 7fA2Vhp4Rw"" calls 90",2025-12-20T07:56:26.587Z,176621738658700
"""sean @ QBFJyJmi22"" folds",2025-12-20T07:56:25.104Z,176621738510400
"""Matt @ VroTcYA-gK"" raises to 90",2025-12-20T07:56:23.922Z,176621738392200
"""Rah @ 7fA2Vhp4Rw"" posts a big blind of 40",2025-12-20T07:56:11.513Z,176621737151306
"""sean @ QBFJyJmi22"" posts a small blind of 20",2025-12-20T07:56:11.513Z,176621737151305
"Player stacks: #4 ""sean @ QBFJyJmi22"" (12052) | #8 ""Rah @ 7fA2Vhp4Rw"" (5334) | #9 ""Matt @ VroTcYA-gK"" (17875)",2025-12-20T07:56:11.513Z,176621737151301
"-- starting hand #635 (id: qcdbwgtijnne)  (No Limit Texas Hold'em) (dealer: ""Matt @ VroTcYA-gK"") --",2025-12-20T07:56:11.513Z,176621737151300
"-- ending hand #634 --",2025-12-20T07:56:08.570Z,176621736857002
"""Matt @ VroTcYA-gK"" collected 80 from pot",2025-12-20T07:56:08.570Z,176621736857001
"Uncalled bet of 40 returned to ""Matt @ VroTcYA-gK""",2025-12-20T07:56:08.570Z,176621736857000
"""sean @ QBFJyJmi22"" folds",2025-12-20T07:56:07.724Z,176621736772400
"""Matt @ VroTcYA-gK"" bets 40",2025-12-20T07:56:04.711Z,176621736471100
"Flop:  [3♦, 4♥, A♦]",2025-12-20T07:56:01.128Z,176621736112800
"""sean @ QBFJyJmi22"" checks",2025-12-20T07:56:00.320Z,176621736032000
"""Matt @ VroTcYA-gK"" calls 40",2025-12-20T07:55:57.247Z,176621735724700
"""Rah @ 7fA2Vhp4Rw"" folds",2025-12-20T07:55:51.301Z,176621735130100
"""sean @ QBFJyJmi22"" posts a big blind of 40",2025-12-20T07:55:50.014Z,176621735001406
"""Matt @ VroTcYA-gK"" posts a small blind of 20",2025-12-20T07:55:50.014Z,176621735001405
"Player stacks: #4 ""sean @ QBFJyJmi22"" (12092) | #8 ""Rah @ 7fA2Vhp4Rw"" (5334) | #9 ""Matt @ VroTcYA-gK"" (17835)",2025-12-20T07:55:50.014Z,176621735001401
"-- starting hand #634 (id: 28s5n7rcerif)  (No Limit Texas Hold'em) (dealer: ""Rah @ 7fA2Vhp4Rw"") --",2025-12-20T07:55:50.014Z,176621735001400
"-- ending hand #633 --",2025-12-20T07:55:47.076Z,176621734707602
"""sean @ QBFJyJmi22"" collected 100 from pot",2025-12-20T07:55:47.076Z,176621734707601
"Uncalled bet of 80 returned to ""sean @ QBFJyJmi22""",2025-12-20T07:55:47.076Z,176621734707600
"""Matt @ VroTcYA-gK"" folds",2025-12-20T07:55:46.257Z,176621734625700
"""Rah @ 7fA2Vhp4Rw"" folds",2025-12-20T07:55:44.731Z,176621734473100
"""sean @ QBFJyJmi22"" raises to 120",2025-12-20T07:55:43.685Z,176621734368500
"""Matt @ VroTcYA-gK"" posts a big blind of 40",2025-12-20T07:55:41.308Z,176621734130806
"""Rah @ 7fA2Vhp4Rw"" posts a small blind of 20",2025-12-20T07:55:41.308Z,176621734130805
"Player stacks: #4 ""sean @ QBFJyJmi22"" (12032) | #8 ""Rah @ 7fA2Vhp4Rw"" (5354) | #9 ""Matt @ VroTcYA-gK"" (17875)",2025-12-20T07:55:41.308Z,176621734130801
"-- starting hand #633 (id: 1eln1x1kqrsi)  (No Limit Texas Hold'em) (dealer: ""sean @ QBFJyJmi22"") --",2025-12-20T07:55:41.308Z,176621734130800
