entry,at,order
"""blaaad @ gpZYtoabpb"" posts a small blind of 20",2025-12-20T02:42:38.080Z,176619855808007
"Player stacks: #1 ""Steve @ GpxgUdJz7n"" (8706) | #2 ""thiccy @ GBQxq6W60I"" (24515) | #3 ""baku @ doUwoBS7nJ"" (165) | #6 ""blaaad @ gpZYtoabpb"" (5290) | #9 ""Matt @ VroTcYA-gK"" (9578)",2025-12-20T02:42:38.080Z,176619855808001
"-- starting hand #230 (id: ago1t0kosx8c)  (No Limit Texas Hold'em) (dealer: ""baku @ doUwoBS7nJ"") --",2025-12-20T02:42:38.080Z,176619855808000
"-- ending hand #229 --",2025-12-20T02:42:35.124Z,176619855512402
"""blaaad @ gpZYtoabpb"" collected 40 from pot",2025-12-20T02:42:35.124Z,176619855512401
"Uncalled bet of 20 returned to ""blaaad @ gpZYtoabpb""",2025-12-20T02:42:35.124Z,176619855512400
"""baku @ doUwoBS7nJ"" folds",2025-12-20T02:42:34.296Z,176619855429600
"""thiccy @ GBQxq6W60I"" folds",2025-12-20T02:42:31.989Z,176619855198900
"""Steve @ GpxgUdJz7n"" folds",2025-12-20T02:42:30.313Z,176619855031300
"""Matt @ VroTcYA-gK"" folds",2025-12-20T02:42:26.946Z,176619854694600
"""blaaad @ gpZYtoabpb"" posts a big blind of 40",2025-12-20T02:42:24.871Z,176619854487108
"""baku @ doUwoBS7nJ"" posts a small blind of 20",2025-12-20T02:42:24.871Z,176619854487107
"Player stacks: #1 ""Steve @ GpxgUdJz7n"" (8706) | #2 ""thiccy @ GBQxq6W60I"" (24515) | #3 ""baku @ doUwoBS7nJ"" (185) | #6 ""blaaad @ gpZYtoabpb"" (5270) | #9 ""Matt @ VroTcYA-gK"" (9578)",2025-12-20T02:42:24.871Z,176619854487101
"-- starting hand #229 (id: j74qg1yz1www)  (No Limit Texas Hold'em) (dealer: ""thiccy @ GBQxq6W60I"") --",2025-12-20T02:42:24.871Z,176619854487100
"-- ending hand #228 --",2025-12-20T02:42:21.869Z,176619854186902
"""thiccy @ GBQxq6W60I"" collected 80 from pot",2025-12-20T02:42:21.869Z,176619854186901
"Uncalled bet of 80 returned to ""thiccy @ GBQxq6W60I""",2025-12-20T02:42:21.869Z,176619854186900
"""baku @ doUwoBS7nJ"" folds",2025-12-20T02:42:21.062Z,176619854106200
"""thiccy @ GBQxq6W60I"" raises to 120",2025-12-20T02:42:18.414Z,176619853841400
"""Steve @ GpxgUdJz7n"" folds",2025-12-20T02:42:15.782Z,176619853578200
"""Matt @ VroTcYA-gK"" folds",2025-12-20T02:42:14.681Z,176619853468100
"""blaaad @ gpZYtoabpb"" folds",2025-12-20T02:42:03.798Z,176619852379800
"""baku @ doUwoBS7nJ"" posts a big blind of 40",2025-12-20T02:42:00.639Z,176619852063908
"""thiccy @ GBQxq6W60I"" posts a small blind of 20",2025-12-20T02:42:00.639Z,176619852063907
"Player stacks: #1 ""Steve @ GpxgUdJz7n"" (8706) | #2 ""thiccy @ GBQxq6W60I"" (24475) | #3 ""baku @ doUwoBS7nJ"" (225) | #6 ""blaaad @ gpZYtoabpb"" (5270) | #9 ""Matt @ VroTcYA-gK"" (9578)",2025-12-20T02:42:00.639Z,176619852063901
"-- starting hand #228 (id: bdy0onosx7zl)  (No Limit Texas Hold'em) (dealer: ""Steve @ GpxgUdJz7n"") --",2025-12-20T02:42:00.639Z,176619852063900
"""blaaad @ gpZYtoabpb"" shows a 2♥.",2025-12-20T02:41:57.765Z,176619851776500
"-- ending hand #227 --",2025-12-20T02:41:57.035Z,176619851703502
"""blaaad @ gpZYtoabpb"" collected 100 from pot",2025-12-20T02:41:57.035Z,176619851703501
"Uncalled bet of 80 returned to ""blaaad @ gpZYtoabpb""",2025-12-20T02:41:57.035Z,176619851703500
"""thiccy @ GBQxq6W60I"" folds",2025-12-20T02:41:56.230Z,176619851623000
"""Steve @ GpxgUdJz7n"" folds",2025-12-20T02:41:53.343Z,176619851334300
"""Matt @ VroTcYA-gK"" folds",2025-12-20T02:41:52.270Z,176619851227000
"""blaaad @ gpZYtoabpb"" raises to 120",2025-12-20T02:41:50.732Z,176619851073200
"The player ""Valkyrie @ abX3tAvjnL"" requested a seat.",2025-12-20T02:41:49.173Z,176619850917300
"""baku @ doUwoBS7nJ"" folds",2025-12-20T02:41:47.511Z,176619850751100
"""thiccy @ GBQxq6W60I"" posts a big blind of 40",2025-12-20T02:41:45.994Z,176619850599408
"""Steve @ GpxgUdJz7n"" posts a small blind of 20",2025-12-20T02:41:45.994Z,176619850599407
"Player stacks: #1 ""Steve @ GpxgUdJz7n"" (8726) | #2 ""thiccy @ GBQxq6W60I"" (24515) | #3 ""baku @ doUwoBS7nJ"" (225) | #6 ""blaaad @ gpZYtoabpb"" (5210) | #9 ""Matt @ VroTcYA-gK"" (9578)",2025-12-20T02:41:45.994Z,176619850599401
"-- starting hand #227 (id: zwhiddq4obgk)  (No Limit Texas Hold'em) (dealer: ""Matt @ VroTcYA-gK"") --",2025-12-20T02:41:45.994Z,176619850599400
"-- ending hand #226 --",2025-12-20T02:41:43.078Z,176619850307802
"""Steve @ GpxgUdJz7n"" collected 40 from pot",2025-12-20T02:41:43.078Z,176619850307801
"Uncalled bet of 20 returned to ""Steve @ GpxgUdJz7n""",2025-12-20T02:41:43.078Z,176619850307800
"""Matt @ VroTcYA-gK"" folds",2025-12-20T02:41:42.265Z,176619850226500
"""blaaad @ gpZYtoabpb"" folds",2025-12-20T02:41:40.167Z,176619850016700
"""baku @ doUwoBS7nJ"" folds",2025-12-20T02:41:39.209Z,176619849920900
"""thiccy @ GBQxq6W60I"" folds",2025-12-20T02:41:37.120Z,176619849712000
"""Steve @ GpxgUdJz7n"" posts a big blind of 40",2025-12-20T02:41:32.780Z,176619849278008
"""Matt @ VroTcYA-gK"" posts a small blind of 20",2025-12-20T02:41:32.780Z,176619849278007
"Player stacks: #1 ""Steve @ GpxgUdJz7n"" (8706) | #2 ""thiccy @ GBQxq6W60I"" (24515) | #3 ""baku @ doUwoBS7nJ"" (225) | #6 ""blaaad @ gpZYtoabpb"" (5210) | #9 ""Matt @ VroTcYA-gK"" (9598)",2025-12-20T02:41:32.780Z,176619849278001
"-- starting hand #226 (id: vzhya6k1kym9)  (No Limit Texas Hold'em) (dealer: ""blaaad @ gpZYtoabpb"") --",2025-12-20T02:41:32.780Z,176619849278000
"-- ending hand #225 --",2025-12-20T02:41:29.868Z,176619848986802
"""Steve @ GpxgUdJz7n"" collected 260 from pot",2025-12-20T02:41:29.868Z,176619848986801
"Uncalled bet of 200 returned to ""Steve @ GpxgUdJz7n""",2025-12-20T02:41:29.868Z,176619848986800
"""Matt @ VroTcYA-gK"" folds",2025-12-20T02:41:29.016Z,176619848901600
"""Steve @ GpxgUdJz7n"" bets 200",2025-12-20T02:41:20.214Z,176619848021400
"""Matt @ VroTcYA-gK"" checks",2025-12-20T02:41:08.916Z,176619846891600
"Turn: K♣, 2♣, 2♦ [Q♦]",2025-12-20T02:41:05.191Z,176619846519100
"""Matt @ VroTcYA-gK"" calls 40",2025-12-20T02:41:04.383Z,176619846438300
"""Steve @ GpxgUdJz7n"" bets 40",2025-12-20T02:40:57.340Z,176619845734000
"""Matt @ VroTcYA-gK"" checks",2025-12-20T02:40:53.518Z,176619845351800
"Flop:  [K♣, 2♣, 2♦]",2025-12-20T02:40:51.804Z,176619845180400
"""Matt @ VroTcYA-gK"" calls 80",2025-12-20T02:40:50.975Z,176619845097500
"""blaaad @ gpZYtoabpb"" folds",2025-12-20T02:40:42.892Z,176619844289200
"""baku @ doUwoBS7nJ"" folds",2025-12-20T02:40:41.961Z,176619844196100
"""thiccy @ GBQxq6W60I"" folds",2025-12-20T02:40:39.165Z,176619843916500
"""Steve @ GpxgUdJz7n"" raises to 80",2025-12-20T02:40:31.644Z,176619843164400
"""Matt @ VroTcYA-gK"" posts a big blind of 40",2025-12-20T02:40:28.393Z,176619842839308
"""blaaad @ gpZYtoabpb"" posts a small blind of 20",2025-12-20T02:40:28.393Z,176619842839307
"Player stacks: #1 ""Steve @ GpxgUdJz7n"" (8566) | #2 ""thiccy @ GBQxq6W60I"" (24515) | #3 ""baku @ doUwoBS7nJ"" (225) | #6 ""blaaad @ gpZYtoabpb"" (5230) | #9 ""Matt @ VroTcYA-gK"" (9718)",2025-12-20T02:40:28.393Z,176619842839301
"-- starting hand #225 (id: p70rg3slae0q)  (No Limit Texas Hold'em) (dealer: ""baku @ doUwoBS7nJ"") --",2025-12-20T02:40:28.393Z,176619842839300
"-- ending hand #224 --",2025-12-20T02:40:25.447Z,176619842544702
"""blaaad @ gpZYtoabpb"" collected 40 from pot",2025-12-20T02:40:25.447Z,176619842544701
"Uncalled bet of 20 returned to ""blaaad @ gpZYtoabpb""",2025-12-20T02:40:25.447Z,176619842544700
"""baku @ doUwoBS7nJ"" folds",2025-12-20T02:40:24.627Z,176619842462700
"""thiccy @ GBQxq6W60I"" folds",2025-12-20T02:40:23.436Z,176619842343600
"""Steve @ GpxgUdJz7n"" folds",2025-12-20T02:40:22.460Z,176619842246000
"""Matt @ VroTcYA-gK"" folds",2025-12-20T02:40:21.377Z,176619842137700
"""blaaad @ gpZYtoabpb"" posts a big blind of 40",2025-12-20T02:40:16.902Z,176619841690208
"""baku @ doUwoBS7nJ"" posts a small blind of 20",2025-12-20T02:40:16.902Z,176619841690207
"Player stacks: #1 ""Steve @ GpxgUdJz7n"" (8566) | #2 ""thiccy @ GBQxq6W60I"" (24515) | #3 ""baku @ doUwoBS7nJ"" (245) | #6 ""blaaad @ gpZYtoabpb"" (5210) | #9 ""Matt @ VroTcYA-gK"" (9718)",2025-12-20T02:40:16.902Z,176619841690201
"-- starting hand #224 (id: 5gsmplwl3mps)  (No Limit Texas Hold'em) (dealer: ""thiccy @ GBQxq6W60I"") --",2025-12-20T02:40:16.902Z,176619841690200
"-- ending hand #223 --",2025-12-20T02:40:13.983Z,176619841398302
"""Steve @ GpxgUdJz7n"" collected 100 from pot",2025-12-20T02:40:13.983Z,176619841398301
"Uncalled bet of 40 returned to ""Steve @ GpxgUdJz7n""",2025-12-20T02:40:13.983Z,176619841398300
"""baku @ doUwoBS7nJ"" folds",2025-12-20T02:40:13.136Z,176619841313600
"""thiccy @ GBQxq6W60I"" folds",2025-12-20T02:40:12.259Z,176619841225900
"""Steve @ GpxgUdJz7n"" raises to 80",2025-12-20T02:40:03.729Z,176619840372900
"""Matt @ VroTcYA-gK"" folds",2025-12-20T02:39:53.866Z,176619839386600
"""blaaad @ gpZYtoabpb"" folds",2025-12-20T02:39:52.894Z,176619839289400
"""baku @ doUwoBS7nJ"" posts a big blind of 40",2025-12-20T02:39:51.576Z,176619839157608
"""thiccy @ GBQxq6W60I"" posts a small blind of 20",2025-12-20T02:39:51.576Z,176619839157607
"Player stacks: #1 ""Steve @ GpxgUdJz7n"" (8506) | #2 ""thiccy @ GBQxq6W60I"" (24535) | #3 ""baku @ doUwoBS7nJ"" (285) | #6 ""blaaad @ gpZYtoabpb"" (5210) | #9 ""Matt @ VroTcYA-gK"" (9718)",2025-12-20T02:39:51.576Z,176619839157601
"-- starting hand #223 (id: djz80unpvnyr)  (No Limit Texas Hold'em) (dealer: ""Steve @ GpxgUdJz7n"") --",2025-12-20T02:39:51.576Z,176619839157600
"-- ending hand #222 --",2025-12-20T02:39:48.660Z,176619838866002
"""Matt @ VroTcYA-gK"" collected 220 from pot",2025-12-20T02:39:48.660Z,176619838866001
"Uncalled bet of 200 returned to ""Matt @ VroTcYA-gK""",2025-12-20T02:39:48.660Z,176619838866000
"""blaaad @ gpZYtoabpb"" folds",2025-12-20T02:39:47.804Z,176619838780400
"""thiccy @ GBQxq6W60I"" folds",2025-12-20T02:39:45.908Z,176619838590800
"""Steve @ GpxgUdJz7n"" folds",2025-12-20T02:39:44.911Z,176619838491100
"""Matt @ VroTcYA-gK"" raises to 280",2025-12-20T02:39:43.327Z,176619838332700
"""blaaad @ gpZYtoabpb"" raises to 80",2025-12-20T02:39:32.146Z,176619837214600
"""baku @ doUwoBS7nJ"" folds",2025-12-20T02:39:30.047Z,176619837004700
"""thiccy @ GBQxq6W60I"" posts a big blind of 40",2025-12-20T02:39:28.217Z,176619836821708
"""Steve @ GpxgUdJz7n"" posts a small blind of 20",2025-12-20T02:39:28.217Z,176619836821707
"Player stacks: #1 ""Steve @ GpxgUdJz7n"" (8526) | #2 ""thiccy @ GBQxq6W60I"" (24575) | #3 ""baku @ doUwoBS7nJ"" (285) | #6 ""blaaad @ gpZYtoabpb"" (5290) | #9 ""Matt @ VroTcYA-gK"" (9578)",2025-12-20T02:39:28.217Z,176619836821701
"-- starting hand #222 (id: fl3ylslx93y4)  (No Limit Texas Hold'em) (dealer: ""Matt @ VroTcYA-gK"") --",2025-12-20T02:39:28.217Z,176619836821700
"-- ending hand #221 --",2025-12-20T02:39:25.308Z,176619836530802
"""Matt @ VroTcYA-gK"" collected 720 from pot",2025-12-20T02:39:25.308Z,176619836530801
"Uncalled bet of 240 returned to ""Matt @ VroTcYA-gK""",2025-12-20T02:39:25.308Z,176619836530800
"""Steve @ GpxgUdJz7n"" folds",2025-12-20T02:39:24.482Z,176619836448200
"""Matt @ VroTcYA-gK"" bets 240",2025-12-20T02:39:11.596Z,176619835159600
"River: 4♣, 7♥, 6♦, 2♦ [A♦]",2025-12-20T02:39:00.976Z,176619834097600
"""Matt @ VroTcYA-gK"" calls 160",2025-12-20T02:39:00.149Z,176619834014900
"""Steve @ GpxgUdJz7n"" bets 160",2025-12-20T02:38:48.985Z,176619832898500
"""Matt @ VroTcYA-gK"" checks",2025-12-20T02:38:33.260Z,176619831326000
"Turn: 4♣, 7♥, 6♦ [2♦]",2025-12-20T02:38:29.262Z,176619830926200
"""Matt @ VroTcYA-gK"" calls 80",2025-12-20T02:38:28.453Z,176619830845300
"""Steve @ GpxgUdJz7n"" bets 80",2025-12-20T02:38:19.416Z,176619829941600
"""Matt @ VroTcYA-gK"" checks",2025-12-20T02:38:12.211Z,176619829221100
"Flop:  [4♣, 7♥, 6♦]",2025-12-20T02:38:05.104Z,176619828510400
"""Steve @ GpxgUdJz7n"" calls 120",2025-12-20T02:38:04.289Z,176619828428900
"""Matt @ VroTcYA-gK"" raises to 120",2025-12-20T02:37:58.085Z,176619827808500
"""blaaad @ gpZYtoabpb"" folds",2025-12-20T02:37:51.586Z,176619827158600
"""baku @ doUwoBS7nJ"" folds",2025-12-20T02:37:50.660Z,176619827066000
"""thiccy @ GBQxq6W60I"" folds",2025-12-20T02:37:48.705Z,176619826870500
"""Steve @ GpxgUdJz7n"" posts a big blind of 40",2025-12-20T02:37:45.843Z,176619826584308
"""Matt @ VroTcYA-gK"" posts a small blind of 20",2025-12-20T02:37:45.843Z,176619826584307
"Player stacks: #1 ""Steve @ GpxgUdJz7n"" (8886) | #2 ""thiccy @ GBQxq6W60I"" (24575) | #3 ""baku @ doUwoBS7nJ"" (285) | #6 ""blaaad @ gpZYtoabpb"" (5290) | #9 ""Matt @ VroTcYA-gK"" (9218)",2025-12-20T02:37:45.843Z,176619826584301
"-- starting hand #221 (id: a1j4wvmhbioa)  (No Limit Texas Hold'em) (dealer: ""blaaad @ gpZYtoabpb"") --",2025-12-20T02:37:45.843Z,176619826584300
"-- ending hand #220 --",2025-12-20T02:37:42.938Z,176619826293802
"""baku @ doUwoBS7nJ"" collected 100 from pot",2025-12-20T02:37:42.938Z,176619826293801
"Uncalled bet of 185 returned to ""baku @ doUwoBS7nJ""",2025-12-20T02:37:42.938Z,176619826293800
"""Matt @ VroTcYA-gK"" folds",2025-12-20T02:37:42.110Z,176619826211000
"""blaaad @ gpZYtoabpb"" folds",2025-12-20T02:37:27.022Z,176619824702200
"""baku @ doUwoBS7nJ"" raises to 225 and go all in",2025-12-20T02:37:26.110Z,176619824611000
"""thiccy @ GBQxq6W60I"" folds",2025-12-20T02:37:23.521Z,176619824352100
"""Steve @ GpxgUdJz7n"" folds",2025-12-20T02:37:13.277Z,176619823327700
"""Matt @ VroTcYA-gK"" posts a big blind of 40",2025-12-20T02:37:11.595Z,176619823159508
"""blaaad @ gpZYtoabpb"" posts a small blind of 20",2025-12-20T02:37:11.595Z,176619823159507
"Player stacks: #1 ""Steve @ GpxgUdJz7n"" (8886) | #2 ""thiccy @ GBQxq6W60I"" (24575) | #3 ""baku @ doUwoBS7nJ"" (225) | #6 ""blaaad @ gpZYtoabpb"" (5310) | #9 ""Matt @ VroTcYA-gK"" (9258)",2025-12-20T02:37:11.595Z,176619823159501
"-- starting hand #220 (id: oeaa4lorswcr)  (No Limit Texas Hold'em) (dealer: ""baku @ doUwoBS7nJ"") --",2025-12-20T02:37:11.595Z,176619823159500
"-- ending hand #219 --",2025-12-20T02:37:08.662Z,176619822866202
"""blaaad @ gpZYtoabpb"" collected 40 from pot",2025-12-20T02:37:08.662Z,176619822866201
"Uncalled bet of 20 returned to ""blaaad @ gpZYtoabpb""",2025-12-20T02:37:08.662Z,176619822866200
"""baku @ doUwoBS7nJ"" folds",2025-12-20T02:37:07.829Z,176619822782900
"""thiccy @ GBQxq6W60I"" folds",2025-12-20T02:37:05.746Z,176619822574600
"""Steve @ GpxgUdJz7n"" folds",2025-12-20T02:37:04.724Z,176619822472400
"""Matt @ VroTcYA-gK"" folds",2025-12-20T02:37:03.645Z,176619822364500
"""blaaad @ gpZYtoabpb"" posts a big blind of 40",2025-12-20T02:36:59.575Z,176619821957508
"""baku @ doUwoBS7nJ"" posts a small blind of 20",2025-12-20T02:36:59.575Z,176619821957507
"Player stacks: #1 ""Steve @ GpxgUdJz7n"" (8886) | #2 ""thiccy @ GBQxq6W60I"" (24575) | #3 ""baku @ doUwoBS7nJ"" (245) | #6 ""blaaad @ gpZYtoabpb"" (5290) | #9 ""Matt @ VroTcYA-gK"" (9258)",2025-12-20T02:36:59.575Z,176619821957501
"-- starting hand #219 (id: nin5ice82h6t)  (No Limit Texas Hold'em) (dealer: ""thiccy @ GBQxq6W60I"") --",2025-12-20T02:36:59.575Z,176619821957500
"-- ending hand #218 --",2025-12-20T02:36:56.650Z,176619821665002
"""Steve @ GpxgUdJz7n"" collected 100 from pot",2025-12-20T02:36:56.650Z,176619821665001
"Uncalled bet of 40 returned to ""Steve @ GpxgUdJz7n""",2025-12-20T02:36:56.650Z,176619821665000
"""baku @ doUwoBS7nJ"" folds",2025-12-20T02:36:55.844Z,176619821584400
"""thiccy @ GBQxq6W60I"" folds",2025-12-20T02:36:54.278Z,176619821427800
"""Steve @ GpxgUdJz7n"" raises to 80",2025-12-20T02:36:51.266Z,176619821126600
"""Matt @ VroTcYA-gK"" folds",2025-12-20T02:36:48.712Z,176619820871200
"""blaaad @ gpZYtoabpb"" folds",2025-12-20T02:36:40.389Z,176619820038900
"""baku @ doUwoBS7nJ"" posts a big blind of 40",2025-12-20T02:36:39.019Z,176619819901908
"""thiccy @ GBQxq6W60I"" posts a small blind of 20",2025-12-20T02:36:39.019Z,176619819901907
"Player stacks: #1 ""Steve @ GpxgUdJz7n"" (8826) | #2 ""thiccy @ GBQxq6W60I"" (24595) | #3 ""baku @ doUwoBS7nJ"" (285) | #6 ""blaaad @ gpZYtoabpb"" (5290) | #9 ""Matt @ VroTcYA-gK"" (9258)",2025-12-20T02:36:39.019Z,176619819901901
"-- starting hand #218 (id: vgh9nri5dlga)  (No Limit Texas Hold'em) (dealer: ""Steve @ GpxgUdJz7n"") --",2025-12-20T02:36:39.019Z,176619819901900
"-- ending hand #217 --",2025-12-20T02:36:36.016Z,176619819601603
"""blaaad @ gpZYtoabpb"" collected 400 from pot with Pair, K's (combination: K♠, K♥, Q♦, 10♦, 8♥)",2025-12-20T02:36:36.016Z,176619819601602
"""blaaad @ gpZYtoabpb"" shows a 6♠, K♠.",2025-12-20T02:36:36.016Z,176619819601601
"""thiccy @ GBQxq6W60I"" shows a Q♠, J♣.",2025-12-20T02:36:36.016Z,176619819601600
"""blaaad @ gpZYtoabpb"" checks",2025-12-20T02:36:35.188Z,176619819518800
"""thiccy @ GBQxq6W60I"" checks",2025-12-20T02:36:33.795Z,176619819379500
"River: 8♥, 10♦, Q♦, K♥ [2♥]",2025-12-20T02:36:30.554Z,176619819055400
"""thiccy @ GBQxq6W60I"" calls 80",2025-12-20T02:36:29.716Z,176619818971600
"""Steve @ GpxgUdJz7n"" folds",2025-12-20T02:36:25.092Z,176619818509200
"""blaaad @ gpZYtoabpb"" bets 80",2025-12-20T02:36:22.111Z,176619818211100
"""thiccy @ GBQxq6W60I"" checks",2025-12-20T02:36:17.434Z,176619817743400
"""Steve @ GpxgUdJz7n"" checks",2025-12-20T02:36:16.464Z,176619817646400
"Turn: 8♥, 10♦, Q♦ [K♥]",2025-12-20T02:36:13.875Z,176619817387500
"""blaaad @ gpZYtoabpb"" checks",2025-12-20T02:36:13.041Z,176619817304100
"""thiccy @ GBQxq6W60I"" checks",2025-12-20T02:36:12.109Z,176619817210900
"""Steve @ GpxgUdJz7n"" checks",2025-12-20T02:36:08.474Z,176619816847400
"Flop:  [8♥, 10♦, Q♦]",2025-12-20T02:36:05.573Z,176619816557300
"""thiccy @ GBQxq6W60I"" calls 80",2025-12-20T02:36:04.760Z,176619816476000
"""Steve @ GpxgUdJz7n"" calls 80",2025-12-20T02:36:01.734Z,176619816173400
"""Matt @ VroTcYA-gK"" folds",2025-12-20T02:35:57.426Z,176619815742600
"""blaaad @ gpZYtoabpb"" raises to 80",2025-12-20T02:35:56.453Z,176619815645300
"""baku @ doUwoBS7nJ"" folds",2025-12-20T02:35:53.710Z,176619815371000
"""thiccy @ GBQxq6W60I"" posts a big blind of 40",2025-12-20T02:35:51.456Z,176619815145608
"""Steve @ GpxgUdJz7n"" posts a small blind of 20",2025-12-20T02:35:51.456Z,176619815145607
"Player stacks: #1 ""Steve @ GpxgUdJz7n"" (8906) | #2 ""thiccy @ GBQxq6W60I"" (24755) | #3 ""baku @ doUwoBS7nJ"" (285) | #6 ""blaaad @ gpZYtoabpb"" (5050) | #9 ""Matt @ VroTcYA-gK"" (9258)",2025-12-20T02:35:51.456Z,176619815145601
"-- starting hand #217 (id: josihvg8cf4z)  (No Limit Texas Hold'em) (dealer: ""Matt @ VroTcYA-gK"") --",2025-12-20T02:35:51.456Z,176619815145600
"-- ending hand #216 --",2025-12-20T02:35:48.531Z,176619814853102
"""thiccy @ GBQxq6W60I"" collected 280 from pot",2025-12-20T02:35:48.531Z,176619814853101
"Uncalled bet of 100 returned to ""thiccy @ GBQxq6W60I""",2025-12-20T02:35:48.531Z,176619814853100
"""Matt @ VroTcYA-gK"" folds",2025-12-20T02:35:47.719Z,176619814771900
"""thiccy @ GBQxq6W60I"" bets 100",2025-12-20T02:35:44.522Z,176619814452200
"""Matt @ VroTcYA-gK"" checks",2025-12-20T02:35:35.992Z,176619813599200
"Flop:  [8♥, K♠, K♣]",2025-12-20T02:35:32.650Z,176619813265000
"""Steve @ GpxgUdJz7n"" folds",2025-12-20T02:35:31.796Z,176619813179600
"""Matt @ VroTcYA-gK"" calls 120",2025-12-20T02:35:29.850Z,176619812985000
"""blaaad @ gpZYtoabpb"" folds",2025-12-20T02:35:21.238Z,176619812123800
"""baku @ doUwoBS7nJ"" folds",2025-12-20T02:35:20.279Z,176619812027900
"""thiccy @ GBQxq6W60I"" raises to 120",2025-12-20T02:35:18.487Z,176619811848700
"""Steve @ GpxgUdJz7n"" posts a big blind of 40",2025-12-20T02:35:14.188Z,176619811418808
"""Matt @ VroTcYA-gK"" posts a small blind of 20",2025-12-20T02:35:14.188Z,176619811418807
"Player stacks: #1 ""Steve @ GpxgUdJz7n"" (8946) | #2 ""thiccy @ GBQxq6W60I"" (24595) | #3 ""baku @ doUwoBS7nJ"" (285) | #6 ""blaaad @ gpZYtoabpb"" (5050) | #9 ""Matt @ VroTcYA-gK"" (9378)",2025-12-20T02:35:14.188Z,176619811418801
"-- starting hand #216 (id: qj0brrmg8wah)  (No Limit Texas Hold'em) (dealer: ""blaaad @ gpZYtoabpb"") --",2025-12-20T02:35:14.188Z,176619811418800
"-- ending hand #215 --",2025-12-20T02:35:11.147Z,176619811114701
"""blaaad @ gpZYtoabpb"" collected 5050 from pot with Pair, A's (combination: A♠, A♦, K♣, Q♠, 8♠)",2025-12-20T02:35:11.147Z,176619811114700
"River: 8♠, K♣, Q♠, 2♣ [4♣]",2025-12-20T02:35:07.142Z,176619810714200
"Turn: 8♠, K♣, Q♠ [2♣]",2025-12-20T02:35:03.111Z,176619810311100
"Flop:  [8♠, K♣, Q♠]",2025-12-20T02:34:59.075Z,176619809907500
"""blaaad @ gpZYtoabpb"" shows a A♠, A♦.",2025-12-20T02:34:55.037Z,176619809503701
"""baku @ doUwoBS7nJ"" shows a A♣, K♥.",2025-12-20T02:34:55.037Z,176619809503700
"""baku @ doUwoBS7nJ"" calls 2505",2025-12-20T02:34:54.228Z,176619809422800
"""blaaad @ gpZYtoabpb"" raises to 2505 and go all in",2025-12-20T02:34:50.632Z,176619809063200
"""baku @ doUwoBS7nJ"" raises to 970",2025-12-20T02:34:45.546Z,176619808554600
"""Matt @ VroTcYA-gK"" folds",2025-12-20T02:34:36.731Z,176619807673100
"""blaaad @ gpZYtoabpb"" raises to 360",2025-12-20T02:34:35.767Z,176619807576700
"""baku @ doUwoBS7nJ"" raises to 120",2025-12-20T02:34:29.396Z,176619806939600
"""thiccy @ GBQxq6W60I"" folds",2025-12-20T02:34:26.732Z,176619806673200
"""Steve @ GpxgUdJz7n"" folds",2025-12-20T02:34:25.749Z,176619806574900
"""Matt @ VroTcYA-gK"" posts a big blind of 40",2025-12-20T02:34:24.294Z,176619806429408
"""blaaad @ gpZYtoabpb"" posts a small blind of 20",2025-12-20T02:34:24.294Z,176619806429407
"Player stacks: #1 ""Steve @ GpxgUdJz7n"" (8946) | #2 ""thiccy @ GBQxq6W60I"" (24595) | #3 ""baku @ doUwoBS7nJ"" (2790) | #6 ""blaaad @ gpZYtoabpb"" (2505) | #9 ""Matt @ VroTcYA-gK"" (9418)",2025-12-20T02:34:24.294Z,176619806429401
"-- starting hand #215 (id: zzq52oisqp6a)  (No Limit Texas Hold'em) (dealer: ""baku @ doUwoBS7nJ"") --",2025-12-20T02:34:24.294Z,176619806429400
"-- ending hand #214 --",2025-12-20T02:34:21.384Z,176619806138402
"""blaaad @ gpZYtoabpb"" collected 240 from pot",2025-12-20T02:34:21.384Z,176619806138401
"Uncalled bet of 280 returned to ""blaaad @ gpZYtoabpb""",2025-12-20T02:34:21.384Z,176619806138400
"""baku @ doUwoBS7nJ"" folds",2025-12-20T02:34:20.546Z,176619806054600
"""Steve @ GpxgUdJz7n"" folds",2025-12-20T02:34:13.794Z,176619805379400
"""blaaad @ gpZYtoabpb"" raises to 360",2025-12-20T02:34:09.763Z,176619804976300
"""baku @ doUwoBS7nJ"" calls 80",2025-12-20T02:34:03.977Z,176619804397700
"""thiccy @ GBQxq6W60I"" folds",2025-12-20T02:34:02.608Z,176619804260800
"""Steve @ GpxgUdJz7n"" raises to 80",2025-12-20T02:34:01.594Z,176619804159400
"""Matt @ VroTcYA-gK"" folds",2025-12-20T02:33:58.330Z,176619803833000
"""blaaad @ gpZYtoabpb"" posts a big blind of 40",2025-12-20T02:33:49.131Z,176619802913108
"""baku @ doUwoBS7nJ"" posts a small blind of 20",2025-12-20T02:33:49.131Z,176619802913107
"Player stacks: #1 ""Steve @ GpxgUdJz7n"" (9026) | #2 ""thiccy @ GBQxq6W60I"" (24595) | #3 ""baku @ doUwoBS7nJ"" (2870) | #6 ""blaaad @ gpZYtoabpb"" (2345) | #9 ""Matt @ VroTcYA-gK"" (9418)",2025-12-20T02:33:49.131Z,176619802913101
